Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Group,Population,X,Y,Latitude,Longitude,Elevation (ft),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,Preview link
703,Agiadrauth,Ilaugroth,Ilaugroth Landgrave,Onimydrait,Kingdom of Onimydrait,Lothian (Dark Elfish),Witnesses of Elloragh,town,5002,1204.23,518.03,25.46,27.86,840,66°F,Marrakesh (Morocco),,,citadel,,,,,{t1:purpure;charges:[{charge:roundel;t:argent;p:e;size:1.5}];shield:wedged},https://watabou.github.io/city-generator/?name=Agiadrauth&population=5002&size=24&seed=5642600450703&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
704,Hurenegovoo,Khashi,Khashi County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,village,943,1346.45,374.25,34.13,36.44,4738,43°F,Stockholm (Sweden),,,,,,,,{t1:maily-argent-vert;division:{division:perBend;t:azure;line:straight};ordinaries:[{ordinary:pileInBend;t:gules}];shield:easterling},https://watabou.github.io/village-generator/?pop=943&name=Hurenegovoo&seed=5642600450704&width=1000&height=488&style=default&tags=dead+end%2Cno+square%2Cdense
705,Okhbel,Banovakeli,Banovakeli Captaincy,Bocyurt,Beylik of Bocyurt,Uruk (Orkish),Neverchism,village,987,681.62,202.76,44.47,-3.67,1890,41°F,Harbin (China),,,,walls,,,,{t1:purpure;ordinaries:[{ordinary:terrace;t:argent;line:barby}];charges:[{charge:cannon;t:argent;p:def;t2:argent;size:0.5}];shield:urukHai},https://watabou.github.io/village-generator/?pop=987&name=Okhbel&seed=5642600450705&width=1000&height=488&style=snow&tags=dead+end%2Cno+square%2Cpalisade%2Cdense
706,Bagaangad,Zagaan Uul,Zagaan Uul County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,village,937,1249.57,421.26,31.29,30.59,948,57°F,Washington (D.C.),,,,,,,,{t1:vert;ordinaries:[{ordinary:pall;t:or}];charges:[{charge:windmill;t:vert;p:e;t2:or;t3:argent;size:0.7}];shield:easterling},https://watabou.github.io/village-generator/?pop=937&name=Bagaangad&seed=5642600450706&width=1000&height=488&style=default&tags=river%2Cdead+end%2Cno+square%2Cdense
707,Shizdazar,Wyle,Wyle Margrave,Toza,Tozan Empire,Yotunn (Giants),Witnesses of Elloragh,fort,700,828.45,689.41,15.12,5.19,643,77°F,Miami (USA),,,citadel,,,,,{t1:or;charges:[{charge:cannon;t:azure;p:beh;t2:sable;size:0.5}];shield:pavise},null
708,Shayan,Algarla,Algarla County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,town,6887,1217.09,347.78,35.73,28.64,210,57°F,Washington (D.C.),,,,,plaza,,,{t1:vairAncien-argent-purpure;ordinaries:[{ordinary:chevron;t:gules}];shield:easterling},https://watabou.github.io/city-generator/?name=Shayan&population=6887&size=27&seed=5642600450708&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=true&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&style=natural
709,Sey'athin,Shamenz,Shamenz Landgrave,Onimydrait,Kingdom of Onimydrait,Lothian (Dark Elfish),Witnesses of Elloragh,town,8418,1203.78,647.08,17.68,27.83,1184,72°F,Guangzhou (China),,,,,,,,{t1:sable;ordinaries:[{ordinary:fess;t:or;line:straight}];charges:[{charge:plough;t:sable;p:def;t2:sable;size:0.5}];shield:wedged},https://watabou.github.io/city-generator/?name=Sey%27athin&population=8418&size=29&seed=5642600450709&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
710,Clifrontda,Lightmia,Lightmia Earldom,Grirongria,Duchy of Grirongria,Dail (Human),Neverchism,village,840,463.42,331.58,36.7,-16.84,210,55°F,Milan (Italy),,,,,,,,{t1:or;division:{division:perCross;t:purpure;line:straight};charges:[{charge:mulletFaceted;t:gules;p:j;size:0.6};{charge:drawingCompass;t:argent;p:l;size:0.6};{charge:wyvern;t:argent;p:m;size:0.6};{charge:snake;t:azure;p:o;size:0.6}];shield:roman},https://watabou.github.io/village-generator/?pop=840&name=Clifrontda&seed=5642600450710&width=1000&height=488&style=default&tags=dead+end%2Cno+square%2Cdense
711,Ustoch,Minar,Minar Earldom,Vuyurt,Vuyurt Khaganate,Yotunn (Giants),Witnesses of Elloragh,village,1502,820.69,595.67,20.78,4.72,210,73°F,Rio de Janeiro (Brazil),,,,walls,,,,{t1:argent;ordinaries:[{ordinary:fess;t:purpure;line:straight}];charges:[{charge:roundel;t:argent;p:def;size:0.5}];shield:pavise},https://watabou.github.io/village-generator/?pop=1502&name=Ustoch&seed=5642600450711&width=1600&height=780&style=default&tags=river%2Cdead+end%2Cfarmland%2Cno+square%2Cpalisade%2Cdense
712,Beorkan,Barang,Barang County,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,town,3767,412.06,557.21,23.1,-19.94,643,70°F,Tegucigalpa (Honduras),,,,,,,,{t1:gules;charges:[{charge:cinquefoil;t:argent;p:e;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Beorkan&population=3767&size=21&seed=5642600450712&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
713,Korduman,Buyurt,Buyurt County,Ortarith,Duchy of Ortarith,Rohand (Human),Witnesses of Elloragh,town,6406,1077.46,470.25,28.34,20.21,13,64°F,Barcelona (Spain),,port,,,,,,{t1:gules;ordinaries:[{ordinary:bend;t:argent;line:wavy}];charges:[{charge:sunInSplendour2;t:purpure;p:e;size:0.7}];shield:round},https://watabou.github.io/city-generator/?name=Korduman&population=6406&size=26&seed=5642600450713&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural&sea=0.61
714,Eren,Taishiveren,Taishiveren County,Sarprakeli,Sarprakelian Khaganate,Rohand (Human),Rohand (Human) Faith,village,1669,1151.22,330.45,36.77,24.66,210,55°F,Milan (Italy),,,,,plaza,,,{t1:argent;division:{division:perBendSinister;t:sable;line:straight};charges:[{charge:crossHummetty;t:azure;p:e;size:1.5}];shield:round},https://watabou.github.io/village-generator/?pop=1669&name=Eren&seed=5642600450714&width=1600&height=780&style=default&tags=highway%2Cdense
715,Oldreach,Edkeepcairn,Edkeepcairn Landgrave,Staglenia,Kingdom of Staglenia,Anor (Human),Neverchism,town,4301,360.27,144.6,47.98,-23.06,840,41°F,Harbin (China),,,,walls,,,,{t1:vairEnPointe-argent-azure-small;ordinaries:[{ordinary:flaunches;t:gules}];shield:fantasy5},https://watabou.github.io/city-generator/?name=Oldreach&population=4301&size=22&seed=5642600450715&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&style=natural
716,Holderse,Faypostmo,Faypostmo Landgrave,Staglenia,Kingdom of Staglenia,Anor (Human),Neverchism,village,1039,238.57,200.95,44.58,-30.41,2218,39°F,Reykjavik (Iceland),,,,,,,,{t1:gules;ordinaries:[{ordinary:cross;t:argent;line:invecked}];charges:[{charge:armEmbowedHoldingSabre;t:gules;p:e;t2:argent;t3:gules;size:0.5}];shield:fantasy5},https://watabou.github.io/village-generator/?pop=1039&name=Holderse&seed=5642600450716&width=1400&height=683&style=snow&tags=highway%2Cno+square%2Cdense
717,Hethnor,Ullemarmel,Ullemarmel Barony,Onimydrait,Kingdom of Onimydrait,Eldar (Elfish),Witnesses of Elloragh,town,5411,1293.92,528.19,24.85,33.27,2572,61°F,Dubrovnik (Croatia),,,,,,,,{t1:or;division:{division:perPale;t:sable;line:straight};charges:[{charge:bookClosed;t:purpure;p:pq;t2:purpure;t3:vert;divided:field;size:0.7};{charge:archer;t:argent;p:e;divided:division;size:1.5}];shield:noldor},https://watabou.github.io/city-generator/?name=Hethnor&population=5411&size=25&seed=5642600450717&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
718,Devreli,Buyburdi,Buyburdi Earldom,Vuyurt,Vuyurt Khaganate,Rohand (Human),Witnesses of Elloragh,town,3369,1084.82,444.77,29.88,20.65,82,64°F,Barcelona (Spain),,,,,,,,{t1:lozengy-purpure-or-smaller;ordinaries:[{ordinary:chevron;t:argent}];shield:round},https://watabou.github.io/city-generator/?name=Devreli&population=3369&size=21&seed=5642600450718&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
719,Taishil,Orgondakh,Orgondakh County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,town,2244,1229.94,324.19,37.15,29.41,328,54°F,Paris (France),,,,,plaza,,,{t1:sable;division:{division:perPile;t:argent;line:straight};charges:[{charge:bell;t:or;p:abc;t2:or;divided:counter;size:0.4}];shield:easterling},https://watabou.github.io/city-generator/?name=Taishil&population=2244&size=18&seed=5642600450719&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=true&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&style=natural
720,Mith'ker,Mith'ker,Mith'ker County,Vuyurt,Vuyurt Khaganate,Aj'Snaga (Serpents),Witnesses of Elloragh,town,9325,926.05,217.44,43.59,11.07,210,50°F,London (England),,,,,plaza,,,{t1:argent;charges:[{charge:ploughshare;t:vert;p:e;size:1.5}];shield:fantasy1},https://watabou.github.io/city-generator/?name=Mith%27ker&population=9325&size=30&seed=5642600450720&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&style=natural
721,Delger,Balan,Balan County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,town,5538,1225.65,266.97,40.6,29.15,738,50°F,London (England),,,,,,,,{t1:pappellony2-azure-argent;division:{division:perPale;t:or;line:straight};ordinaries:[{ordinary:chevronReversed;t:sable}];shield:easterling},https://watabou.github.io/city-generator/?name=Delger&population=5538&size=25&seed=5642600450721&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
722,Springmire,Faypostmo,Faypostmo Landgrave,Staglenia,Kingdom of Staglenia,Anor (Human),Arcanum of the Forefather of Love,city,15042,259.35,208.65,44.12,-29.15,1184,43°F,Stockholm (Sweden),,,citadel,,plaza,,,{t1:gules;charges:[{charge:lozengeFaceted;t:argent;p:e;size:1.5}];shield:fantasy5},https://watabou.github.io/city-generator/?name=Springmire&population=15042&size=36&seed=5642600450722&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=true&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&style=natural
723,Mosshell,Thorngview,Thorngview Shire,Staglenia,Kingdom of Staglenia,Anor (Human),Neverchism,town,3704,284.72,167.81,46.58,-27.62,1184,41°F,Harbin (China),,,,,,,,{t1:or;division:{division:perChevronReversed;t:gules;line:straight};charges:[{charge:lozengePloye;t:purpure;p:e;size:1.5}];shield:fantasy5},https://watabou.github.io/city-generator/?name=Mosshell&population=3704&size=21&seed=5642600450723&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
724,Jarboldzir,Kaltoch,Kaltoch County,Vuyurt,Vuyurt Khaganate,Yotunn (Giants),Witnesses of Elloragh,village,696,953.5,647.8,17.63,12.73,210,77°F,Miami (USA),,,,,,,,{t1:murrey;division:{division:perBend;t:or;line:straight};charges:[{charge:fly;t:argent;p:e;t2:argent;t3:argent;divided:counter;size:1.5}];shield:pavise},https://watabou.github.io/village-generator/?pop=696&name=Jarboldzir&seed=5642600450724&width=1000&height=488&style=default&tags=estuary%2Cdead+end%2Cuncultivated%2Cno+square%2Cdense
725,Atevresen,Ayunt,Ayunt County,Vuyurt,Vuyurt Khaganate,Rohand (Human),Witnesses of Elloragh,town,5309,806.6,196.21,44.87,3.87,13,48°F,Copenhagen (Denmark),,,,,plaza,,,{t1:argent;division:{division:perPale;t:honeycombed-or-purpure;line:firTrees};charges:[{charge:wyvernWithWingsDisplayed;t:azure;p:jl;t2:sable;t3:azure;size:0.7}];shield:round},https://watabou.github.io/city-generator/?name=Atevresen&population=5309&size=24&seed=5642600450725&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&style=natural
726,Ayanuur,Vultimiven,Vultimiven County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,town,6410,1150.62,244.99,41.92,24.62,328,48°F,Copenhagen (Denmark),,,,,,,,{t1:gules;division:{division:chevronny;t:semy_of_mullet-or-vert};charges:[{charge:lionRampant;t:argent;p:abc;t2:argent;t3:argent;divided:counter;size:0.5}];shield:easterling},https://watabou.github.io/city-generator/?name=Ayanuur&population=6410&size=26&seed=5642600450726&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
727,Ellows,Mudhill,Mudhill Landgrave,Staglenia,Kingdom of Staglenia,Dail (Human),Arcanum of the Forefather of Love,fort,955,371.11,263.77,40.79,-22.41,210,52°F,Antwerp (Belgium),,,citadel,,,,,{t1:or;charges:[{charge:archer;t:vert;p:jln;t2:purpure;t3:vert;size:0.7}];shield:roman},null
728,Yulak,Askileryurt,Askileryurt Earldom,Bocyurt,Beylik of Bocyurt,Rohand (Human),Neverchism,town,4708,706.47,304.25,38.35,-2.17,210,55°F,Milan (Italy),,,,,plaza,,,{t1:bendy-argent-sable;division:{division:perChevron;t:purpure;line:straight};charges:[{charge:scythe2;t:vert;p:dfk;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Yulak&population=4708&size=23&seed=5642600450728&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=true&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&style=natural
729,Grinez,Grinez,Grinez Landgrave,Onimydrait,Kingdom of Onimydrait,Yotunn (Giants),Old Yotunn (Giants) Beliefs,village,1852,1473.11,763.99,10.62,44.08,472,79°F,Jakarta (Indonesia),,,,,,,,{t1:or;division:{division:perCross;t:azure;line:straight};ordinaries:[{ordinary:orle;t:purpure}];shield:pavise},https://watabou.github.io/village-generator/?pop=1852&name=Grinez&seed=5642600450729&width=1600&height=780&style=default&tags=isolated%2Cno+square%2Cdense
730,Gakerara,Sigfast,Sigfast County,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,village,1159,711.8,603.37,20.31,-1.85,472,73°F,Rio de Janeiro (Brazil),,,,,,,,{t1:azure;division:{division:perBend;t:argent;line:invecked};charges:[{charge:bell;t:or;p:l;t2:or;size:0.7};{charge:trefle;t:purpure;p:m;size:0.7}];shield:pavise},https://watabou.github.io/village-generator/?pop=1159&name=Gakerara&seed=5642600450730&width=1400&height=683&style=default&tags=river%2Chighway%2Cno+square%2Cdense
731,Kharbrand,Garic,Garic County,Toza,Tozan Empire,Yotunn (Giants),Witnesses of Elloragh,town,4347,789,610.47,19.88,2.81,472,73°F,Rio de Janeiro (Brazil),,,,,,,,{t1:azure;charges:[{charge:maces;t:argent;p:e;t2:argent;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Kharbrand&population=4347&size=23&seed=5642600450731&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
732,Buyay,Kepe,Kepe Earldom,Yaryurt,Yaryurt Horde,Rohand (Human),Neverchism,village,1260,603.29,340.6,36.16,-8.4,13,57°F,Washington (D.C.),,,,walls,,,,{t1:or;division:{division:perPale;t:azure;line:straight};ordinaries:[{ordinary:chevron;t:gules}];charges:[{charge:mullet6;t:vert;p:pq;size:0.7}];shield:round},https://watabou.github.io/village-generator/?pop=1260&name=Buyay&seed=5642600450732&width=1400&height=683&style=default&tags=dead+end%2Cfarmland%2Cno+square%2Cpalisade%2Cdense
733,Dolagheldarc,Ven'tar,Ven'tar County,Ortarith,Duchy of Ortarith,Lothian (Dark Elfish),Witnesses of Elloragh,town,9590,1072.4,490.6,27.11,19.91,210,66°F,Marrakesh (Morocco),,,,,plaza,,,{t1:argent;ordinaries:[{ordinary:crossParted;t:gules;line:straight}];charges:[{charge:plaice;t:argent;p:e;t2:argent;size:0.7}];shield:wedged},https://watabou.github.io/city-generator/?name=Dolagheldarc&population=9590&size=30&seed=5642600450733&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=true&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&style=natural
734,Altay,Kokozokyurt,Kokozokyurt Landgrave,Bocyurt,Beylik of Bocyurt,Rohand (Human),Witnesses of Elloragh,town,5152,777.23,227.12,43,2.1,210,50°F,London (England),,,,,,,,{t1:or;ordinaries:[{ordinary:cross;t:vert;line:straight}];charges:[{charge:stirrup;t:or;p:behdf;t2:or;size:0.3}];shield:round},https://watabou.github.io/city-generator/?name=Altay&population=5152&size=24&seed=5642600450734&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
735,Yaneki Ka,Ayazbey,Ayazbey County,Ayazbeyurt,Ayazbeyurt Horde,Rohand (Human),Neverchism,village,1654,451.96,460.16,28.95,-17.53,118,64°F,Barcelona (Spain),,port,,,plaza,,,{t1:azure;ordinaries:[{ordinary:canton;t:argent}];charges:[{charge:crossTemplar;t:azure;p:y;size:0.5}];shield:round},https://watabou.github.io/village-generator/?pop=1654&name=Yaneki+Ka&seed=5642600450735&width=1600&height=780&style=default&tags=coast%2Chighway%2Cdense
736,Khanerad,Rankuc,Rankuc Earldom,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,village,1061,742.7,713.44,13.67,0.01,3153,64°F,Barcelona (Spain),,,,,,,,{t1:gules;charges:[{charge:lionSejant;t:or;p:kn;t2:or;t3:or;size:0.7}];shield:pavise},https://watabou.github.io/village-generator/?pop=1061&name=Khanerad&seed=5642600450736&width=1400&height=683&style=default&tags=river%2Chighway%2Cno+square%2Cdense
737,Beynuzteme,Adi,Adi Barony,Grirongria,Duchy of Grirongria,Rohand (Human),Neverchism,town,8488,385,338.2,36.3,-21.57,210,57°F,Washington (D.C.),,,,,,,,{t1:purpure;charges:[{charge:dolphin;t:argent;p:e;t2:argent;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Beynuzteme&population=8488&size=29&seed=5642600450737&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
738,Alsesi,Arion,Arion Barony,Onimydrait,Kingdom of Onimydrait,Eldar (Elfish),Witnesses of Elloragh,town,6296,1311.78,607.67,20.05,34.35,3360,59°F,Rome (Italy),,,,,plaza,,,{t1:gules;ordinaries:[{ordinary:terrace;t:or;line:embattledNotched}];charges:[{charge:pineTree;t:or;p:e;t2:or;size:1.5}];shield:noldor},https://watabou.github.io/city-generator/?name=Alsesi&population=6296&size=26&seed=5642600450738&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=true&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&style=natural
739,Kokev,Kepe,Kepe Earldom,Yaryurt,Yaryurt Horde,Rohand (Human),Neverchism,village,1113,641.94,336.58,36.4,-6.07,210,57°F,Washington (D.C.),,,,,,,,{t1:or;charges:[{charge:windmill;t:azure;p:e;t2:azure;t3:purpure;size:1.5}];shield:round},https://watabou.github.io/village-generator/?pop=1113&name=Kokev&seed=5642600450739&width=1400&height=683&style=default&tags=river%2Cdead+end%2Cno+square%2Cdense
740,Jaldlaug,Nardis,Nardis County,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,village,810,601.31,720.78,13.23,-8.52,266,81°F,Mogadishu (Somalia),,,,,,,,{t1:azure;ordinaries:[{ordinary:fessCotissed;t:argent;line:straight}];charges:[{charge:pike;t:purpure;p:e;t2:argent;size:0.7}];shield:pavise},https://watabou.github.io/village-generator/?pop=810&name=Jaldlaug&seed=5642600450740&width=1000&height=488&style=default&tags=river%2Chighway%2Cno+square%2Cdense
741,Luushirag,Balan,Balan County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,village,1129,1207.45,255.54,41.29,28.05,1063,48°F,Copenhagen (Denmark),,,citadel,walls,,,,{t1:or;charges:[{charge:cock;t:sable;p:e;t2:gules;t3:sable;size:1.5}];shield:easterling},https://watabou.github.io/village-generator/?pop=1129&name=Luushirag&seed=5642600450741&width=1400&height=683&style=default&tags=highway%2Cno+square%2Cpalisade%2Cdense
742,Abararkun,Wyle,Wyle Margrave,Toza,Tozan Empire,Yotunn (Giants),Witnesses of Elloragh,fort,506,886.31,674.1,16.05,8.68,738,77°F,Miami (USA),,,citadel,,,,,{t1:argent;charges:[{charge:cossack;t:sable;p:kn;t2:sable;t3:sable;size:0.7}];shield:pavise},null
743,Galgzah,Sigkan,Sigkan Barony,Onimydrait,Kingdom of Onimydrait,Yotunn (Giants),Witnesses of Elloragh,town,3540,1182.3,754.81,11.18,26.54,2572,68°F,Alexandria (Egypt),,,,,plaza,,,{t1:argent;charges:[{charge:anvil;t:gules;p:e;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Galgzah&population=3540&size=21&seed=5642600450743&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=true&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&style=natural
744,Tsenkher,Turegkhan,Turegkhan County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,town,4226,1332.84,323.98,37.16,35.62,2051,48°F,Copenhagen (Denmark),,,,,,,,{t1:gules;charges:[{charge:parrot;t:or;p:e;t2:argent;size:1.5}];shield:easterling},https://watabou.github.io/city-generator/?name=Tsenkher&population=4226&size=22&seed=5642600450744&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
745,Yelkut,Buyurt,Buyurt County,Ortarith,Duchy of Ortarith,Rohand (Human),Witnesses of Elloragh,city,11467,1073.9,482.9,27.58,20,210,66°F,Marrakesh (Morocco),,,citadel,,plaza,,,{t1:argent;charges:[{charge:windmill;t:azure;p:e;t2:azure;t3:purpure;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Yelkut&population=11467&size=33&seed=5642600450745&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&style=natural
